8622000	8702,8702
3903500	27609,27609,15138,28605
10592750	23798,23798
232000	16311,16311,12133,7868,361
9179500	12220,12220
6713250	2945,2945,2367
8628250	20979,20979
10578000	20896,20896
4503500	11936,11936
154500	25820,25820
5812000	2683,2683
8216750	12285,12285
11730000	24471,24471,1446
5754500	28752,28752
1966250	2257,2257
5655250	11196,11196,16406
42000	28180,28180
5011500	22489,22489,29203,21847,1756,23779,643,28098
39750	4896,4896
3350250	25420,25420,14413,18736
4454500	21071,21071,15019,25830,28653
6571000	13430,13430,4254
2771250	255,255,29490
3009000	5627,5627
3114000	13112,13112
5292000	21672,21672
2676250	4970,4970
1240250	12394,12394
9121750	15946,15946,21838
3312500	19993,19993
11612500	19974,19974
6258500	20471,20471
4370750	1666,1666
11434750	20083,20083,18758
8123500	1591,1591,22852,14931,3390
12377250	24730,24730
5962750	5151,5151
1525000	2257,2257,11196
791500	24831,24831
11313000	3228,3228,11196,6482
4770500	12220,12220,14020,2610,27625
4047000	29446,29446
8049000	27544,27544
3954500	26315,26315
10018000	5429,5429
6515500	21657,21657
5467250	11653,11653
7184500	7868,7868
309750	15365,15365,4545
10642000	7567,7567,7323,7105,2655,20896,8257,20536,28149,251
2103250	6290,6290,7567
4850000	1428,1428
10773000	2257,2257
731750	29008,29008
8040000	17400,17400,2655,25372
7513250	29203,29203,1756
5170500	27092,27092,6096,11679,18730
5264500	26083,26083,1642,12394
11794250	3068,3068
2823250	2610,2610
3524750	4808,4808
7600250	11052,11052
2232500	14261,14261,4683,679
5952250	6827,6827
2874500	7910,7910,14914
5034000	10584,10584,12220
10774750	2899,2899,14942
7703750	18075,18075
981000	8689,8689,8662,11176
9512750	19903,19903,4239,25651
11552750	16011,16011
10533750	14261,14261
4184250	241,241,12220
7568750	12285,12285
3952000	25372,25372,13998,4648,12220
415500	23164,23164
1710500	25526,25526,1481
1517000	19903,19903,15086
9123500	6447,6447,3433,20846,15,12168
10628500	11263,11263
1793250	27625,27625,14020
6564500	11196,11196,11176,12977,4949
8757750	23928,23928,26288
5959000	13688,13688
1758250	10038,10038,12560,23676
6683750	29203,29203,10169,4731
371250	21110,21110
11701500	26679,26679,22052,14020
3216500	2963,2963,28992
2852250	4647,4647
12154500	20297,20297,4949,7105,17640
711500	11052,11052,26722
3719250	4960,4960
239250	3619,3619
11391250	28924,28924,27998
2033500	3627,3627
65500	15639,15639,6050
621500	16009,16009
5248750	23623,23623,15086,28924
10566000	13554,13554,28053
252500	6199,6199
10095000	14261,14261
8702500	11196,11196,8257
3148500	12795,12795,28561
1782250	19374,19374,155
6247250	22736,22736
4876750	20536,20536,949,4080
2921750	25272,25272
5865750	11652,11652,28937,1756,26297,3228
3581250	12512,12512
5037000	26722,26722,14590,20625,7868
5293250	679,679
6061250	15019,15019,943,4169
10064500	28466,28466
7367000	15584,15584
11939000	2176,2176
2807500	12512,12512,27117,29203
3149000	18964,18964,13162
7687500	14603,14603,619
1832000	7868,7868,25687,10916
3404000	22246,22246
8430000	8637,8637
1324500	7868,7868,8028
7927750	25372,25372
2940000	26722,26722,14580,24519,11767,12168
12015000	26900,26900
3226500	23863,23863,16474,18741,14071
7892000	17647,17647
7218000	12220,12220,22317
5279750	2368,2368
1904750	9138,9138,22484
2768250	16094,16094,23421
11321750	13745,13745,643,21672,17060
10653250	20180,20180
1492500	6876,6876,11679,16540
1629250	18024,18024
10588000	14020,14020
341000	9290,9290,17958
10944750	13450,13450
3787750	26969,26969
1189000	15019,15019
1086750	18977,18977,7868
8730250	911,911
12229000	17389,17389
4712250	18388,18388
9716500	11465,11465
1806750	26394,26394
5780000	19523,19523,10058
8435250	18730,18730
1792000	23351,23351,20154,20979,13259
9394250	19014,19014,29203
9215000	14294,14294,6352
5693000	14020,14020,21899
